date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:44:47	24997/24997	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Oct%202021%2012:29:00%20GMT	https://www.resultchecker.com.ng/assets/images/mbr.png	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/mbr.png	(from https://www.resultchecker.com.ng/school-portal-script.php)
13:44:47	18388/18388	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/formstyler/jquery.formstyler.js	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/formstyler/jquery.formstyler.js	(from https://www.resultchecker.com.ng/school-portal-script.php)
13:44:48	18037/18037	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/formstyler/jquery.formstyler.min.js	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/formstyler/jquery.formstyler.min.js	(from https://www.resultchecker.com.ng/school-portal-script.php)
13:44:48	143488/143488	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:00%20GMT	https://www.resultchecker.com.ng/assets/images/mbr-1.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/mbr-1.jpg	(from https://www.resultchecker.com.ng/school-portal-script.php)
13:44:49	70199/70199	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/datepicker/jquery.datetimepicker.full.js	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/datepicker/jquery.datetimepicker.full.js	(from https://www.resultchecker.com.ng/school-portal-script.php)
13:44:50	76213/76213	---M--	200	added ('OK')	application/zip	date:Sat,%2002%20Oct%202021%2015:05:11%20GMT	https://www.resultchecker.com.ng/API_interface.zip	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/API_interface.zip	(from https://www.resultchecker.com.ng/result-checker-script.php)
13:44:50	216332/216332	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/images/result-checker-script.php-meta.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/result-checker-script.php-meta.jpg	(from https://www.resultchecker.com.ng/result-checker-script.php)
13:44:50	216332/216332	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:00%20GMT	https://www.resultchecker.com.ng/assets/images/mbr-1-1350x900.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/mbr-1-1350x900.jpg	(from https://www.resultchecker.com.ng/result-checker-script.php)
13:44:50	1049/1049	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/mbr-switch-arrow/mbr-switch-arrow.js	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/mbr-switch-arrow/mbr-switch-arrow.js	(from https://www.resultchecker.com.ng/faq.php)
13:44:51	18674/18674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/images/signup.php-meta.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/signup.php-meta.jpg	(from https://www.resultchecker.com.ng/signup.php)
13:44:51	18674/18674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/images/login.php-meta.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/login.php-meta.jpg	(from https://www.resultchecker.com.ng/login.php)
13:44:52	18674/18674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/images/resetpass.php-meta.jpg	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/images/resetpass.php-meta.jpg	(from https://www.resultchecker.com.ng/resetpass.php)
13:44:52	37476/37476	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.eot?m1l4yr	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold84ca.eot	(from https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.css)
13:44:52	37288/37288	---M--	200	added ('OK')	font/ttf	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.ttf?m1l4yr	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold84ca.ttf	(from https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.css)
13:44:52	37364/37364	---M--	200	added ('OK')	font/woff	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.woff?m1l4yr	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold84ca.woff	(from https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.css)
13:44:52	119800/119800	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Oct%202021%2012:29:02%20GMT	https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.svg?m1l4yr	C:/Users/user/Desktop/400L/ECE%20431/Ken/www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold84ca.svg	(from https://www.resultchecker.com.ng/assets/web/assets/mobirise-icons-bold/mobirise-icons-bold.css)
